Format Version,1.21,Take Name,Take 2021-04-13 07.22.24 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-04-13 07.22.24 PM,Total Frames in Take,22555,Total Exported Frames,22555,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:5000,Unlabeled:5000,Unlabeled:5000,Unlabeled:5001,Unlabeled:5001,Unlabeled:5001,Unlabeled:5002,Unlabeled:5002,Unlabeled:5002,Unlabeled:5003,Unlabeled:5003,Unlabeled:5003
,,"8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701389","8392B20CF49E35701389","8392B20CF49E35701389","8392B20CF49E3570138A","8392B20CF49E3570138A","8392B20CF49E3570138A","8392B20CF49E3570138B","8392B20CF49E3570138B","8392B20CF49E3570138B"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
135,1.125000,0.039985,-0.001605,0.037872,0.078193,-0.052818,0.044365,0.086148,-0.026880,0.002553,0.030859,-0.061240,0.060460
136,1.133333,0.039988,-0.001602,0.037861,0.078192,-0.052813,0.044384,0.086152,-0.026881,0.002532,0.030859,-0.061239,0.060467
137,1.141667,0.039985,-0.001602,0.037872,0.078189,-0.052819,0.044382,0.086146,-0.026881,0.002574,0.030864,-0.061234,0.060452
138,1.150000,0.039981,-0.001605,0.037905,0.078194,-0.052817,0.044349,0.086153,-0.026875,0.002537,0.030854,-0.061223,0.060397
139,1.158333,0.039988,-0.001600,0.037862,0.078189,-0.052817,0.044392,0.086149,-0.026880,0.002567,0.030861,-0.061238,0.060470
140,1.166667,0.039987,-0.001604,0.037877,0.078191,-0.052819,0.044380,0.086150,-0.026881,0.002548,0.030859,-0.061235,0.060479
141,1.175000,0.039986,-0.001606,0.037886,0.078187,-0.052816,0.044379,0.086152,-0.026880,0.002549,0.030853,-0.061229,0.060393
142,1.183333,0.039991,-0.001604,0.037856,0.078187,-0.052819,0.044403,0.086150,-0.026879,0.002561,0.030863,-0.061237,0.060449
143,1.191667,0.039985,-0.001602,0.037879,0.078185,-0.052817,0.044388,0.086154,-0.026877,0.002536,0.030856,-0.061225,0.060387
144,1.200000,0.039983,-0.001606,0.037891,0.078192,-0.052816,0.044372,0.086155,-0.026878,0.002532,0.030854,-0.061226,0.060386
145,1.208333,0.039986,-0.001603,0.037856,0.078194,-0.052817,0.044351,0.086147,-0.026883,0.002556,0.030862,-0.061239,0.060455
146,1.216667,0.039985,-0.001605,0.037884,0.078192,-0.052819,0.044378,0.086151,-0.026880,0.002544,0.030860,-0.061236,0.060455
147,1.225000,0.039981,-0.001605,0.037908,0.078192,-0.052821,0.044372,0.086152,-0.026881,0.002540,0.030860,-0.061236,0.060461
148,1.233333,0.039989,-0.001599,0.037847,0.078190,-0.052814,0.044376,0.086152,-0.026876,0.002542,0.030853,-0.061226,0.060399
149,1.241667,0.039988,-0.001602,0.037869,0.078190,-0.052819,0.044379,0.086148,-0.026881,0.002566,0.030860,-0.061238,0.060463
150,1.250000,0.039985,-0.001607,0.037882,0.078194,-0.052821,0.044373,0.086156,-0.026878,0.002515,0.030863,-0.061239,0.060457
151,1.258333,0.039985,-0.001605,0.037887,0.078197,-0.052818,0.044356,0.086153,-0.026879,0.002532,0.030854,-0.061226,0.060394
152,1.266667,0.039986,-0.001604,0.037878,0.078188,-0.052817,0.044392,0.086153,-0.026877,0.002521,0.030874,-0.061239,0.060399
153,1.275000,0.039985,-0.001603,0.037874,0.078193,-0.052817,0.044363,0.086153,-0.026880,0.002541,0.030858,-0.061235,0.060473
154,1.283333,0.039982,-0.001606,0.037901,0.078194,-0.052820,0.044363,0.086153,-0.026880,0.002537,0.030859,-0.061236,0.060458
155,1.291667,0.039985,-0.001604,0.037880,0.078194,-0.052820,0.044344,0.086149,-0.026881,0.002555,0.030862,-0.061239,0.060433
156,1.300000,0.039985,-0.001604,0.037887,0.078187,-0.052816,0.044374,0.086151,-0.026877,0.002550,0.030855,-0.061237,0.060489
157,1.308333,0.039986,-0.001603,0.037879,0.078192,-0.052818,0.044370,0.086154,-0.026878,0.002542,0.030859,-0.061236,0.060460
158,1.316667,0.039985,-0.001605,0.037883,0.078191,-0.052818,0.044374,0.086156,-0.026878,0.002524,0.030857,-0.061241,0.060469
159,1.325000,0.039982,-0.001606,0.037889,0.078191,-0.052822,0.044373,0.086151,-0.026881,0.002541,0.030861,-0.061237,0.060454
160,1.333333,0.039985,-0.001606,0.037888,0.078189,-0.052818,0.044376,0.086151,-0.026877,0.002528,0.030862,-0.061237,0.060448
161,1.341667,0.039986,-0.001602,0.037872,0.078190,-0.052817,0.044382,0.086144,-0.026879,0.002592,0.030863,-0.061234,0.060441
162,1.350000,0.039983,-0.001605,0.037895,0.078197,-0.052820,0.044355,0.086155,-0.026879,0.002525,0.030875,-0.061238,0.060411
163,1.358333,0.039983,-0.001605,0.037895,0.078197,-0.052820,0.044355,0.086155,-0.026879,0.002525,0.030875,-0.061238,0.060411
164,1.366667,0.039985,-0.001606,0.037883,0.078183,-0.052818,0.044416,0.086154,-0.026878,0.002526,0.030854,-0.061227,0.060386
165,1.375000,0.039984,-0.001606,0.037894,0.078190,-0.052817,0.044375,0.086151,-0.026878,0.002548,0.030860,-0.061235,0.060464
166,1.383333,0.039987,-0.001603,0.037866,0.078191,-0.052820,0.044376,0.086151,-0.026880,0.002548,0.030874,-0.061239,0.060403
167,1.391667,0.039987,-0.001603,0.037866,0.078191,-0.052820,0.044376,0.086151,-0.026880,0.002548,0.030874,-0.061239,0.060403
168,1.400000,0.039982,-0.001605,0.037892,0.078192,-0.052819,0.044378,0.086155,-0.026876,0.002523,0.030861,-0.061238,0.060443
169,1.408333,0.039985,-0.001605,0.037870,0.078191,-0.052817,0.044370,0.086149,-0.026881,0.002546,0.030858,-0.061239,0.060465
170,1.416667,0.039986,-0.001604,0.037876,0.078190,-0.052819,0.044384,0.086152,-0.026877,0.002541,0.030857,-0.061239,0.060464
171,1.425000,0.039987,-0.001601,0.037860,0.078190,-0.052818,0.044381,0.086155,-0.026874,0.002526,0.030863,-0.061236,0.060449
172,1.433333,0.039985,-0.001602,0.037871,0.078193,-0.052820,0.044359,0.086151,-0.026881,0.002536,0.030858,-0.061238,0.060477
173,1.441667,0.039984,-0.001602,0.037877,0.078192,-0.052819,0.044371,0.086151,-0.026881,0.002564,0.030858,-0.061237,0.060475
174,1.450000,0.039989,-0.001602,0.037855,0.078190,-0.052819,0.044379,0.086149,-0.026882,0.002563,0.030852,-0.061226,0.060415
175,1.458333,0.039987,-0.001601,0.037869,0.078195,-0.052817,0.044356,0.086155,-0.026877,0.002516,0.030861,-0.061239,0.060465
176,1.466667,0.039986,-0.001604,0.037880,0.078188,-0.052818,0.044394,0.086151,-0.026878,0.002553,0.030874,-0.061238,0.060400
177,1.475000,0.039984,-0.001606,0.037889,0.078190,-0.052820,0.044371,0.086150,-0.026881,0.002550,0.030860,-0.061236,0.060448
178,1.483333,0.039984,-0.001607,0.037882,0.078189,-0.052821,0.044375,0.086149,-0.026881,0.002561,0.030862,-0.061239,0.060452
179,1.491667,0.039982,-0.001605,0.037896,0.078192,-0.052817,0.044363,0.086156,-0.026879,0.002524,0.030878,-0.061240,0.060382
180,1.500000,0.039984,-0.001604,0.037880,0.078189,-0.052820,0.044391,0.086159,-0.026875,0.002516,0.030857,-0.061234,0.060474
181,1.508333,0.039985,-0.001604,0.037869,0.078186,-0.052818,0.044398,0.086156,-0.026879,0.002527,0.030860,-0.061236,0.060473
182,1.516667,0.039985,-0.001604,0.037869,0.078186,-0.052818,0.044398,0.086156,-0.026879,0.002527,0.030860,-0.061236,0.060473
183,1.525000,0.039985,-0.001606,0.037886,0.078189,-0.052822,0.044379,0.086152,-0.026881,0.002545,0.030859,-0.061237,0.060483
184,1.533333,0.039983,-0.001603,0.037876,0.078191,-0.052818,0.044378,0.086154,-0.026875,0.002537,0.030863,-0.061238,0.060445
185,1.541667,0.039987,-0.001604,0.037873,0.078194,-0.052818,0.044378,0.086154,-0.026875,0.002537,0.030857,-0.061237,0.060474
186,1.550000,0.039985,-0.001606,0.037883,0.078193,-0.052818,0.044354,0.086156,-0.026877,0.002527,0.030860,-0.061239,0.060466
187,1.558333,0.039984,-0.001604,0.037883,0.078191,-0.052817,0.044381,0.086148,-0.026880,0.002563,0.030861,-0.061238,0.060462
188,1.566667,0.039982,-0.001602,0.037897,0.078193,-0.052818,0.044363,0.086151,-0.026877,0.002553,0.030860,-0.061236,0.060469
189,1.575000,0.039982,-0.001602,0.037897,0.078193,-0.052818,0.044363,0.086151,-0.026877,0.002553,0.030860,-0.061236,0.060469
190,1.583333,0.039989,-0.001601,0.037858,0.078193,-0.052817,0.044369,0.086153,-0.026878,0.002527,0.030865,-0.061236,0.060436
191,1.591667,0.039984,-0.001601,0.037864,0.078188,-0.052823,0.044381,0.086152,-0.026879,0.002546,0.030860,-0.061234,0.060475
192,1.600000,0.039984,-0.001607,0.037877,0.078192,-0.052820,0.044366,0.086151,-0.026881,0.002541,0.030858,-0.061241,0.060474
193,1.608333,0.039986,-0.001605,0.037887,0.078190,-0.052818,0.044372,0.086156,-0.026878,0.002542,0.030855,-0.061235,0.060498
194,1.616667,0.039983,-0.001604,0.037881,0.078194,-0.052816,0.044368,0.086155,-0.026880,0.002535,0.030853,-0.061230,0.060414
195,1.625000,0.039985,-0.001603,0.037869,0.078189,-0.052821,0.044398,0.086150,-0.026881,0.002553,0.030858,-0.061236,0.060460
196,1.633333,0.039985,-0.001606,0.037888,0.078191,-0.052819,0.044375,0.086152,-0.026877,0.002539,0.030874,-0.061239,0.060406
197,1.641667,0.039986,-0.001604,0.037860,0.078188,-0.052818,0.044376,0.086153,-0.026879,0.002544,0.030863,-0.061236,0.060458
198,1.650000,0.039985,-0.001602,0.037867,0.078190,-0.052820,0.044367,0.086153,-0.026880,0.002546,0.030854,-0.061226,0.060395
199,1.658333,0.039984,-0.001600,0.037876,0.078191,-0.052819,0.044371,0.086144,-0.026879,0.002584,0.030858,-0.061232,0.060479
200,1.666667,0.039987,-0.001606,0.037881,0.078192,-0.052820,0.044371,0.086152,-0.026880,0.002537,0.030848,-0.061230,0.060420
201,1.675000,0.039987,-0.001605,0.037886,0.078188,-0.052818,0.044385,0.086155,-0.026877,0.002523,0.030862,-0.061236,0.060448
202,1.683333,0.039981,-0.001607,0.037899,0.078193,-0.052820,0.044370,0.086149,-0.026880,0.002553,0.030860,-0.061236,0.060456
203,1.691667,0.039988,-0.001602,0.037856,0.078190,-0.052820,0.044390,0.086152,-0.026879,0.002534,0.030860,-0.061238,0.060481
204,1.700000,0.039985,-0.001604,0.037878,0.078187,-0.052821,0.044393,0.086148,-0.026881,0.002553,0.030864,-0.061234,0.060439
205,1.708333,0.039984,-0.001604,0.037873,0.078195,-0.052819,0.044348,0.086151,-0.026880,0.002550,0.030858,-0.061238,0.060478
206,1.716667,0.039986,-0.001603,0.037879,0.078190,-0.052818,0.044371,0.086152,-0.026881,0.002549,0.030857,-0.061229,0.060380
207,1.725000,0.039988,-0.001600,0.037862,0.078191,-0.052817,0.044389,0.086149,-0.026880,0.002563,0.030858,-0.061238,0.060466
208,1.733333,0.039988,-0.001602,0.037854,0.078189,-0.052819,0.044385,0.086156,-0.026874,0.002516,0.030852,-0.061226,0.060405
209,1.741667,0.039987,-0.001601,0.037859,0.078188,-0.052819,0.044394,0.086152,-0.026878,0.002544,0.030861,-0.061237,0.060445
210,1.750000,0.039985,-0.001607,0.037889,0.078190,-0.052819,0.044386,0.086150,-0.026880,0.002563,0.030857,-0.061240,0.060489
211,1.758333,0.039983,-0.001604,0.037886,0.078197,-0.052819,0.044359,0.086153,-0.026879,0.002543,0.030855,-0.061225,0.060388
212,1.766667,0.039983,-0.001604,0.037891,0.078188,-0.052817,0.044391,0.086154,-0.026880,0.002537,0.030860,-0.061237,0.060459
213,1.775000,0.039983,-0.001603,0.037886,0.078192,-0.052817,0.044383,0.086152,-0.026877,0.002540,0.030857,-0.061237,0.060473
214,1.783333,0.039986,-0.001606,0.037880,0.078193,-0.052817,0.044364,0.086158,-0.026879,0.002507,0.030875,-0.061240,0.060395
215,1.791667,0.039982,-0.001609,0.037892,0.078195,-0.052820,0.044359,0.086145,-0.026882,0.002570,0.030858,-0.061238,0.060466
216,1.800000,0.039987,-0.001599,0.037856,0.078188,-0.052814,0.044382,0.086152,-0.026877,0.002538,0.030861,-0.061237,0.060486
217,1.808333,0.039985,-0.001605,0.037880,0.078193,-0.052816,0.044366,0.086150,-0.026876,0.002539,0.030854,-0.061234,0.060482
218,1.816667,0.039984,-0.001608,0.037895,0.078197,-0.052816,0.044345,0.086150,-0.026878,0.002548,0.030858,-0.061239,0.060495
219,1.825000,0.039985,-0.001602,0.037871,0.078191,-0.052821,0.044368,0.086150,-0.026878,0.002543,0.030874,-0.061238,0.060402
220,1.833333,0.039987,-0.001602,0.037861,0.078190,-0.052820,0.044382,0.086155,-0.026878,0.002533,0.030855,-0.061240,0.060511
221,1.841667,0.039985,-0.001603,0.037873,0.078189,-0.052819,0.044374,0.086149,-0.026879,0.002542,0.030861,-0.061236,0.060445
222,1.850000,0.039986,-0.001602,0.037865,0.078187,-0.052821,0.044409,0.086154,-0.026878,0.002527,0.030856,-0.061238,0.060466
223,1.858333,0.039988,-0.001599,0.037842,0.078196,-0.052817,0.044356,0.086151,-0.026879,0.002549,0.030880,-0.061238,0.060396
224,1.866667,0.039986,-0.001604,0.037864,0.078187,-0.052814,0.044389,0.086154,-0.026881,0.002535,0.030859,-0.061237,0.060471
225,1.875000,0.039985,-0.001604,0.037875,0.078192,-0.052819,0.044363,0.086146,-0.026881,0.002554,0.030857,-0.061228,0.060387
226,1.883333,0.039983,-0.001607,0.037902,0.078189,-0.052815,0.044391,0.086154,-0.026879,0.002527,0.030860,-0.061238,0.060456
227,1.891667,0.039983,-0.001607,0.037902,0.078189,-0.052815,0.044391,0.086154,-0.026879,0.002527,0.030860,-0.061238,0.060456
228,1.900000,0.039986,-0.001602,0.037873,0.078190,-0.052818,0.044374,0.086154,-0.026878,0.002528,0.030859,-0.061238,0.060466
229,1.908333,0.039986,-0.001602,0.037873,0.078190,-0.052818,0.044374,0.086154,-0.026878,0.002528,0.030859,-0.061238,0.060466
230,1.916667,0.039984,-0.001603,0.037876,0.078187,-0.052816,0.044391,0.086149,-0.026879,0.002561,0.030863,-0.061239,0.060441
231,1.925000,0.039985,-0.001606,0.037875,0.078193,-0.052818,0.044363,0.086154,-0.026879,0.002533,0.030857,-0.061227,0.060370
232,1.933333,0.039981,-0.001610,0.037917,0.078189,-0.052820,0.044370,0.086151,-0.026879,0.002552,0.030857,-0.061237,0.060483
233,1.941667,0.039983,-0.001602,0.037874,0.078193,-0.052815,0.044359,0.086151,-0.026878,0.002535,0.030856,-0.061237,0.060475
234,1.950000,0.039985,-0.001606,0.037884,0.078194,-0.052816,0.044361,0.086146,-0.026880,0.002577,0.030861,-0.061239,0.060460
235,1.958333,0.039983,-0.001607,0.037882,0.078190,-0.052817,0.044390,0.086147,-0.026878,0.002560,0.030853,-0.061236,0.060491
236,1.966667,0.039984,-0.001607,0.037901,0.078189,-0.052818,0.044366,0.086150,-0.026878,0.002550,0.030857,-0.061238,0.060478
237,1.975000,0.039984,-0.001605,0.037876,0.078193,-0.052822,0.044354,0.086149,-0.026881,0.002555,0.030855,-0.061236,0.060478
238,1.983333,0.039985,-0.001602,0.037878,0.078191,-0.052820,0.044364,0.086151,-0.026878,0.002540,0.030857,-0.061236,0.060468
239,1.991667,0.039988,-0.001605,0.037859,0.078192,-0.052817,0.044369,0.086150,-0.026879,0.002547,0.030859,-0.061234,0.060485
240,2.000000,0.039986,-0.001602,0.037873,0.078191,-0.052820,0.044367,0.086149,-0.026878,0.002552,0.030858,-0.061236,0.060483
241,2.008333,0.039985,-0.001604,0.037889,0.078190,-0.052819,0.044373,0.086150,-0.026877,0.002536,0.030859,-0.061238,0.060466
242,2.016667,0.039987,-0.001604,0.037880,0.078191,-0.052818,0.044368,0.086158,-0.026879,0.002510,0.030862,-0.061237,0.060454
243,2.025000,0.039987,-0.001603,0.037856,0.078191,-0.052817,0.044389,0.086152,-0.026880,0.002544,0.030860,-0.061235,0.060468
244,2.033333,0.039987,-0.001602,0.037879,0.078189,-0.052822,0.044362,0.086151,-0.026879,0.002557,0.030858,-0.061235,0.060462
245,2.041667,0.039985,-0.001602,0.037883,0.078190,-0.052818,0.044384,0.086152,-0.026879,0.002538,0.030854,-0.061238,0.060490
246,2.050000,0.039987,-0.001603,0.037879,0.078191,-0.052818,0.044379,0.086153,-0.026878,0.002530,0.030859,-0.061235,0.060475
247,2.058333,0.039985,-0.001606,0.037888,0.078194,-0.052817,0.044349,0.086151,-0.026881,0.002538,0.030860,-0.061238,0.060449
248,2.066667,0.039988,-0.001602,0.037872,0.078193,-0.052819,0.044372,0.086155,-0.026879,0.002528,0.030878,-0.061239,0.060383
249,2.075000,0.039982,-0.001606,0.037898,0.078197,-0.052820,0.044348,0.086152,-0.026878,0.002544,0.030861,-0.061234,0.060460
250,2.083333,0.039983,-0.001605,0.037874,0.078189,-0.052819,0.044376,0.086148,-0.026879,0.002562,0.030858,-0.061239,0.060470
251,2.091667,0.039984,-0.001603,0.037874,0.078195,-0.052818,0.044358,0.086150,-0.026880,0.002555,0.030860,-0.061233,0.060470
252,2.100000,0.039984,-0.001603,0.037884,0.078190,-0.052818,0.044384,0.086143,-0.026881,0.002576,0.030856,-0.061240,0.060481
253,2.108333,0.039986,-0.001604,0.037878,0.078191,-0.052820,0.044379,0.086156,-0.026877,0.002522,0.030858,-0.061236,0.060480
254,2.116667,0.039988,-0.001601,0.037860,0.078194,-0.052818,0.044362,0.086148,-0.026881,0.002554,0.030857,-0.061237,0.060476
255,2.125000,0.039988,-0.001601,0.037860,0.078194,-0.052818,0.044362,0.086148,-0.026881,0.002554,0.030857,-0.061237,0.060476
256,2.133333,0.039986,-0.001604,0.037869,0.078196,-0.052815,0.044347,0.086159,-0.026877,0.002511,0.030853,-0.061236,0.060502
257,2.141667,0.039984,-0.001605,0.037885,0.078188,-0.052819,0.044378,0.086154,-0.026881,0.002547,0.030856,-0.061237,0.060488
258,2.150000,0.039986,-0.001605,0.037882,0.078190,-0.052819,0.044384,0.086154,-0.026878,0.002540,0.030861,-0.061240,0.060460
259,2.158333,0.039984,-0.001607,0.037881,0.078193,-0.052819,0.044349,0.086149,-0.026881,0.002571,0.030860,-0.061232,0.060470
260,2.166667,0.039985,-0.001606,0.037898,0.078189,-0.052817,0.044379,0.086155,-0.026880,0.002524,0.030858,-0.061225,0.060374
261,2.175000,0.039983,-0.001603,0.037874,0.078193,-0.052815,0.044365,0.086153,-0.026879,0.002538,0.030857,-0.061235,0.060465
262,2.183333,0.039982,-0.001606,0.037915,0.078186,-0.052823,0.044400,0.086150,-0.026881,0.002563,0.030855,-0.061227,0.060397
263,2.191667,0.039981,-0.001606,0.037906,0.078192,-0.052819,0.044375,0.086159,-0.026877,0.002499,0.030878,-0.061239,0.060376
264,2.200000,0.039983,-0.001606,0.037888,0.078194,-0.052819,0.044349,0.086152,-0.026878,0.002536,0.030857,-0.061238,0.060468
265,2.208333,0.039981,-0.001605,0.037896,0.078191,-0.052816,0.044374,0.086155,-0.026877,0.002527,0.030858,-0.061236,0.060476
266,2.216667,0.039984,-0.001602,0.037878,0.078187,-0.052818,0.044386,0.086151,-0.026880,0.002555,0.030857,-0.061239,0.060474
267,2.225000,0.039984,-0.001603,0.037871,0.078189,-0.052820,0.044388,0.086156,-0.026880,0.002522,0.030860,-0.061239,0.060459
268,2.233333,0.039989,-0.001604,0.037870,0.078188,-0.052817,0.044391,0.086146,-0.026881,0.002571,0.030858,-0.061236,0.060457
269,2.241667,0.039982,-0.001606,0.037895,0.078192,-0.052819,0.044379,0.086150,-0.026881,0.002552,0.030860,-0.061239,0.060468
270,2.250000,0.039986,-0.001605,0.037882,0.078198,-0.052819,0.044352,0.086151,-0.026879,0.002535,0.030860,-0.061238,0.060469
271,2.258333,0.039986,-0.001605,0.037882,0.078198,-0.052819,0.044352,0.086151,-0.026879,0.002535,0.030860,-0.061238,0.060469
272,2.266667,0.039985,-0.001608,0.037892,0.078195,-0.052821,0.044355,0.086156,-0.026878,0.002516,0.030874,-0.061239,0.060401
273,2.275000,0.039981,-0.001605,0.037896,0.078191,-0.052820,0.044375,0.086147,-0.026881,0.002560,0.030858,-0.061238,0.060481
274,2.283333,0.039983,-0.001604,0.037897,0.078191,-0.052821,0.044375,0.086149,-0.026880,0.002558,0.030854,-0.061227,0.060401
275,2.291667,0.039990,-0.001601,0.037853,0.078193,-0.052818,0.044367,0.086155,-0.026879,0.002527,0.030858,-0.061233,0.060485
276,2.300000,0.039984,-0.001605,0.037880,0.078193,-0.052818,0.044369,0.086151,-0.026881,0.002548,0.030856,-0.061238,0.060476
277,2.308333,0.039985,-0.001603,0.037866,0.078190,-0.052819,0.044370,0.086152,-0.026879,0.002537,0.030856,-0.061239,0.060482
278,2.316667,0.039990,-0.001603,0.037848,0.078191,-0.052818,0.044366,0.086157,-0.026875,0.002521,0.030861,-0.061238,0.060444
279,2.325000,0.039984,-0.001604,0.037880,0.078192,-0.052817,0.044364,0.086156,-0.026876,0.002524,0.030857,-0.061237,0.060473
280,2.333333,0.039985,-0.001605,0.037879,0.078194,-0.052816,0.044364,0.086152,-0.026877,0.002546,0.030856,-0.061236,0.060492
281,2.341667,0.039988,-0.001601,0.037866,0.078193,-0.052819,0.044363,0.086150,-0.026881,0.002552,0.030863,-0.061237,0.060442
282,2.350000,0.039985,-0.001605,0.037884,0.078189,-0.052818,0.044376,0.086151,-0.026878,0.002545,0.030860,-0.061237,0.060453
283,2.358333,0.039990,-0.001602,0.037847,0.078193,-0.052821,0.044361,0.086153,-0.026879,0.002540,0.030862,-0.061239,0.060443
284,2.366667,0.039990,-0.001602,0.037847,0.078193,-0.052821,0.044361,0.086153,-0.026879,0.002540,0.030862,-0.061239,0.060443
285,2.375000,0.039983,-0.001601,0.037877,0.078191,-0.052816,0.044379,0.086158,-0.026873,0.002511,0.030860,-0.061236,0.060481
286,2.383333,0.039988,-0.001602,0.037869,0.078188,-0.052820,0.044392,0.086149,-0.026880,0.002557,0.030859,-0.061237,0.060462
287,2.391667,0.039988,-0.001602,0.037871,0.078188,-0.052816,0.044376,0.086153,-0.026878,0.002536,0.030859,-0.061234,0.060441
288,2.400000,0.039984,-0.001604,0.037882,0.078190,-0.052818,0.044368,0.086149,-0.026880,0.002561,0.030861,-0.061237,0.060456
289,2.408333,0.039988,-0.001604,0.037868,0.078195,-0.052820,0.044361,0.086156,-0.026879,0.002527,0.030863,-0.061233,0.060460
290,2.416667,0.039987,-0.001601,0.037859,0.078191,-0.052817,0.044384,0.086149,-0.026879,0.002562,0.030852,-0.061230,0.060398
291,2.425000,0.039983,-0.001603,0.037893,0.078187,-0.052817,0.044391,0.086154,-0.026879,0.002532,0.030859,-0.061238,0.060477
292,2.433333,0.039982,-0.001606,0.037890,0.078187,-0.052817,0.044394,0.086154,-0.026881,0.002538,0.030862,-0.061240,0.060459
293,2.441667,0.039988,-0.001600,0.037872,0.078189,-0.052819,0.044393,0.086154,-0.026880,0.002535,0.030862,-0.061234,0.060454
294,2.450000,0.039986,-0.001602,0.037872,0.078193,-0.052819,0.044367,0.086150,-0.026878,0.002528,0.030859,-0.061236,0.060471
295,2.458333,0.039986,-0.001602,0.037872,0.078193,-0.052819,0.044367,0.086150,-0.026878,0.002528,0.030859,-0.061236,0.060471
296,2.466667,0.039984,-0.001603,0.037881,0.078193,-0.052820,0.044365,0.086153,-0.026881,0.002539,0.030873,-0.061229,0.060333
297,2.475000,0.039984,-0.001603,0.037881,0.078193,-0.052820,0.044365,0.086153,-0.026881,0.002539,0.030873,-0.061229,0.060333
298,2.483333,0.039985,-0.001605,0.037885,0.078191,-0.052815,0.044368,0.086148,-0.026879,0.002560,0.030854,-0.061237,0.060488
299,2.491667,0.039980,-0.001606,0.037900,0.078195,-0.052817,0.044369,0.086152,-0.026882,0.002549,0.030857,-0.061239,0.060474
300,2.500000,0.039983,-0.001606,0.037890,0.078188,-0.052819,0.044382,0.086152,-0.026878,0.002551,0.030857,-0.061236,0.060473
301,2.508333,0.039987,-0.001605,0.037867,0.078194,-0.052817,0.044354,0.086151,-0.026879,0.002549,0.030858,-0.061239,0.060465
302,2.516667,0.039985,-0.001602,0.037876,0.078187,-0.052816,0.044384,0.086149,-0.026881,0.002542,0.030858,-0.061235,0.060472
303,2.525000,0.039985,-0.001603,0.037891,0.078195,-0.052815,0.044363,0.086150,-0.026878,0.002547,0.030856,-0.061227,0.060384
304,2.533333,0.039984,-0.001605,0.037877,0.078185,-0.052822,0.044387,0.086152,-0.026878,0.002540,0.030857,-0.061235,0.060477
305,2.541667,0.039983,-0.001604,0.037878,0.078193,-0.052818,0.044365,0.086151,-0.026878,0.002557,0.030861,-0.061236,0.060456
306,2.550000,0.039983,-0.001603,0.037887,0.078194,-0.052818,0.044359,0.086155,-0.026880,0.002524,0.030861,-0.061240,0.060471
307,2.558333,0.039988,-0.001603,0.037866,0.078190,-0.052817,0.044389,0.086151,-0.026877,0.002543,0.030860,-0.061233,0.060464
308,2.566667,0.039988,-0.001600,0.037867,0.078196,-0.052815,0.044364,0.086152,-0.026878,0.002538,0.030862,-0.061236,0.060436
309,2.575000,0.039984,-0.001605,0.037886,0.078195,-0.052817,0.044362,0.086148,-0.026881,0.002550,0.030862,-0.061238,0.060457
310,2.583333,0.039984,-0.001605,0.037884,0.078189,-0.052820,0.044388,0.086151,-0.026880,0.002527,0.030860,-0.061233,0.060456
311,2.591667,0.039988,-0.001599,0.037857,0.078190,-0.052816,0.044382,0.086153,-0.026881,0.002541,0.030858,-0.061239,0.060474
312,2.600000,0.039982,-0.001604,0.037888,0.078196,-0.052815,0.044338,0.086151,-0.026877,0.002544,0.030859,-0.061236,0.060444
313,2.608333,0.039983,-0.001604,0.037890,0.078198,-0.052817,0.044333,0.086149,-0.026878,0.002549,0.030858,-0.061235,0.060470
314,2.616667,0.039984,-0.001603,0.037868,0.078190,-0.052818,0.044388,0.086146,-0.026882,0.002560,0.030860,-0.061237,0.060464
315,2.625000,0.039984,-0.001606,0.037878,0.078189,-0.052821,0.044385,0.086153,-0.026878,0.002533,0.030876,-0.061228,0.060291
316,2.633333,0.039985,-0.001602,0.037868,0.078193,-0.052816,0.044365,0.086154,-0.026880,0.002531,0.030859,-0.061237,0.060476
317,2.641667,0.039987,-0.001605,0.037871,0.078187,-0.052818,0.044383,0.086153,-0.026877,0.002543,0.030859,-0.061236,0.060468
318,2.650000,0.039984,-0.001605,0.037882,0.078192,-0.052817,0.044362,0.086151,-0.026879,0.002534,0.030859,-0.061235,0.060479
319,2.658333,0.039985,-0.001603,0.037875,0.078191,-0.052819,0.044378,0.086150,-0.026881,0.002555,0.030874,-0.061240,0.060407
320,2.666667,0.039985,-0.001603,0.037875,0.078191,-0.052819,0.044378,0.086150,-0.026881,0.002555,0.030874,-0.061240,0.060407
321,2.675000,0.039985,-0.001603,0.037877,0.078193,-0.052819,0.044369,0.086154,-0.026874,0.002531,0.030863,-0.061235,0.060442
322,2.683333,0.039982,-0.001606,0.037883,0.078188,-0.052817,0.044386,0.086152,-0.026879,0.002524,0.030859,-0.061239,0.060464
323,2.691667,0.039988,-0.001604,0.037862,0.078194,-0.052818,0.044363,0.086154,-0.026879,0.002530,0.030858,-0.061238,0.060470
